username,channel,message
loveminzhen,#jinnytty,WutFace
yaboysonnyd,#jinnytty,so jinn when you gonna marry me?
mesh_17,#jinnytty,AYAYA
devi_09,#loltyler1,4 bot for a karma KEKW
v2ran,#jinnytty,DIESOFCRINGE
shockwave0x0,#jinnytty,"through eyes, spit, etc.. NotLikeThis NotLikeThis NotLikeThis"
aahniky,#jinnytty,yyjJoy yyjJoy yyjJoy
jayhilaneh,#jinnytty,ubaa POGGING
leang___,#jinnytty,check ur belongings
dam________,#jinnytty,DIESOFCRINGE
millennialgodfather,#jinnytty,LUL
turbochicken88,#jinnytty,LUL
freethinker040,#jinnytty,Jammies
jesterarchetype,#loltyler1,Lp?
mattakuuuu,#jinnytty,KEKBye
mootverbena,#jinnytty,yyjBloodTrail yyjBloodTrail yyjBloodTrail
bennymiaka,#jinnytty,Noo no no
xiangkekleo,#jinnytty,STREAM ENDING sadKEK
kipseu,#jinnytty,Muted
piictureperfect,#loltyler1,out of nothing
reinhardz7,#jinnytty,WutFace
udk3_dev,#jinnytty,world is falling apart
stevehuhh,#loltyler1,REFUND
endorama_0,#loltyler1,omegalul
thy_lubej,#loltyler1,elisSit
reowmeow,#jinnytty,not the tiktok KEKW
piictureperfect,#loltyler1,he came
floorr,#jinnytty,Jammies
min0359,#loltyler1,KEKW
zzhope,#jinnytty,go back for shower
dixgo,#jinnytty,yyjYikes
playlife20,#jinnytty,DIESOFCRINGE
alwaystires,#loltyler1,BROO
peter_hexen,#jinnytty,DansChamp
chogathateherout,#jinnytty,MmmHmm
randy8024,#jinnytty,exbcQnjam exbcQnjam exbcQnjam
zorachs,#jinnytty,ratJAM
jeggroph,#jinnytty,pepePains
theclutcher,#loltyler1,worth
griffisz,#jinnytty,KEKBye
moonnn777,#jinnytty,DIESOFCRINGE
v2ran,#jinnytty,DIESOFCRINGE Muted
k_i_n_d_r_e_d,#loltyler1,@newstorycz BRO 😂😂😂
zay_ih,#jinnytty,yyjPopcorn
synthetick,#loltyler1,YEP poof
millennialgodfather,#jinnytty,OK
muzdiema,#jinnytty,and u just sing it KEKW
johnneeeeee,#loltyler1,Ez w
pqrsagara,#loltyler1,!rank
thedarkhealer,#jinnytty,AYAYA
fossabot,#loltyler1,"@pqrsagara, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
evixtis,#loltyler1,Copeler1
slav0nac,#loltyler1,!followage
captain_obviouse,#jinnytty,DIESOFCRINGE
thy_lubej,#loltyler1,elisSit ....
adrian_87_,#jinnytty,yyjPain yyjPain
chazza234,#jinnytty,yyjWiggle yyjWiggle
kaitypure,#jinnytty,BOBA
alwaystires,#loltyler1,STOP TROLLING
tagwised,#jinnytty,MONKEY
vaccinatedwith5g,#loltyler1,BigBrother my boots
kurohawk123,#jinnytty,catJAM
nightbot,#loltyler1,"slav0nac has been following loltyler1 for 3 years, 10 months, 2 weeks, 3 days, 19 hours, 27 minutes, 2 seconds"
alagangdowny,#jinnytty,yyjYikes
gammler12345,#jinnytty,KEKW radio
sismisman,#loltyler1,!followage
mikehunt_61,#loltyler1,grey screen BigBrother
gravescoffee,#loltyler1,CABI CAPCASININA KEKW
chucky_the_goodguy_,#jinnytty,LUL
oppkop,#jinnytty,!uptime
hadjememaar,#loltyler1,TALI SILVER RECALL
streamelements,#jinnytty,"@oppkop, jinnytty has been streaming for  7 hours 25 mins"
mesh_17,#jinnytty,DIESOFCRINGE
e90o,#loltyler1,:/
sushi_kimchi,#jinnytty,Kappa
insane__hunter,#jinnytty,OMEGALUL
maris192,#jinnytty,do you watch tiktok POGGERS
mafuyui,#loltyler1,BigBrother hopefully
luvpleasure,#jinnytty,너무 귀여워
helium336,#jinnytty,DIESOFCRINGE
precisionglock43,#jinnytty,"never heard it, but it sounds bad"
npc299792,#jinnytty,"oh yes, oh yes, yeseseses"
madbro9975,#jinnytty,DIESOFCRINGE
skysage,#jinnytty,oh no no no no no
gravescoffee,#loltyler1,CABI CAPCASININA
chucky_the_goodguy_,#jinnytty,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
elegs,#jinnytty,Hmm
metotoro,#loltyler1,IS WORTH Copeler1
coyghkndgrg,#loltyler1,💰 thanks Kaisa
kipseu,#jinnytty,MACAM MACAM KEKW
narcaca,#loltyler1,Clueless
bsdilly,#loltyler1,he saw the pyke on high ground? why did he stand in the bush?
ryanalwayswins,#loltyler1,EZ
lcs_porozgg,#jinnytty,modCheck botanical garden
gammler12345,#jinnytty,KEKW radio comedy
mcreelooi,#jinnytty,macam macam
voidscope,#loltyler1,kaisa 2 cs?
astroj31,#jinnytty,sora629Jam sora629Jam
vuix1,#loltyler1,!followage
peter_hexen,#jinnytty,peepoTalk 4Head hehehe
thy_lubej,#loltyler1,asleepyLost .....
nomercydlkh,#jinnytty,macam macam
lemmoyny,#jinnytty,nixxREE oh no
kingmalware,#loltyler1,0-2 tyler1XD tyler1XD tyler1XD tyler1XD tyler1XD
ashkill7200,#loltyler1,Clueless
xeminence,#jinnytty,DIESOFCRINGE
coteyfourtwenty,#jinnytty,peepoTalk
gravescoffee,#loltyler1,CABI CAPCASINIAA
jondoni,#jinnytty,peepoTalk
arashtoo,#jinnytty,yyjHalt
bloodmatch,#jinnytty,?
lenhex_,#loltyler1,Clueless
lgopro,#loltyler1,!rank
solarwings,#loltyler1,Someone tell kaisa to Check PayPal
lol_christiandior,#loltyler1,guys on the msi is there difference between 3 and 4 place pls answer
skoobitybop,#loltyler1,@loltyler1 whats the workout split look like??
fossabot,#loltyler1,"@Lgopro, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
mrfundamental2,#loltyler1,"DODGE THIS JUNGLER GAME, SAVE 10LP"
sidadenizc,#loltyler1,DISGUSTING KR SERVER
yakitorii87,#jinnytty,Just continue
dakong999,#loltyler1,gg
jalum1,#loltyler1,CRAB RAVE
crikhard,#loltyler1,!opgg
mathewcheng01,#jinnytty,continue
fossabot,#loltyler1,@crikhard https://www.op.gg/summoners/kr/BIG%20TONKA%20T
meyern3,#jinnytty,u do u
jadera,#loltyler1,taliyah and graves Pog
vincentt23,#jinnytty,4Shrug
grimgorgri,#jinnytty,how do you feel
mexcutioner48alt,#loltyler1,WutFace WutFace WutFace WutFace WutFace
dakong999,#loltyler1,GG
wh1te_flam3,#loltyler1,PepeLaugh
lordofthesimps,#jinnytty,continue
rocketman_abc,#jinnytty,!WATCHTIME
kofupoka__,#jinnytty,continue and end. dont split
arron1190,#jinnytty,have a rest and come back
tingloon15,#jinnytty,!watchtime
jetjelly,#jinnytty,Continue and rest early?
streamelements,#jinnytty,rocketman_abc has spent  2 days 20 hours watching jinnytty
hatecrue,#loltyler1,Who bans Urgot
k_u_p,#jinnytty,yyjPopcorn If you are up for it
destruines,#jinnytty,24h Stream sounds great
xeminence,#jinnytty,just continue 4Shrug
happyfluffyteddy,#jinnytty,it's already evening
alwaystires,#loltyler1,0-3
existenceofenigmas,#jinnytty,idk what do you feel like
kimchibbq_,#jinnytty,how you feel
aeiyannn,#loltyler1,dodge still the same next
kolarfreski,#loltyler1,u cant win lol
maximumjuicedud,#loltyler1,15 go next
elegs,#jinnytty,continue
queeenleen,#jinnytty,go for a massage
nickcartman,#jinnytty,continue then
thedarkhealer,#jinnytty,PogU 24hr stream
yungdoomslayer,#loltyler1,6969 9n doubt every time
lingdingbing,#loltyler1,"""@RyeMik his final final form is draven but 5""""2 and bald"""
furyhawk,#jinnytty,rest up
kaitypure,#jinnytty,get rest
kipseu,#jinnytty,continue then rest for 12 hours YEP
sparksely1,#jinnytty,continue
darthlly,#jinnytty,it's already evening
hawk270996,#loltyler1,tayliah and graves in the same team is a win no?
tenspins,#jinnytty,4Shrug
covidsupreme55,#jinnytty,arent you not tired
amorieta520,#jinnytty,if tired then rest
elegs,#jinnytty,continue YEP
lordofthesimps,#jinnytty,contineue
mystery478,#loltyler1,!rank
l3monzzzzz,#jinnytty,if u sleepy then stop
rebeccaanimates,#jinnytty,up to you
blackfire6690,#jinnytty,Go back to hotel and rest
dakong999,#loltyler1,LUL
hendra_sin,#jinnytty,freshen up then stream again
fossabot,#loltyler1,"@mystery478, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
i3ailey,#loltyler1,dodge LUL
tommo_______,#loltyler1,Your jg autofilled prev game and nasus on champ with 30% w/r like holy shit
maskedreality777,#jinnytty,continue DinkDonk
taepy,#loltyler1,PepeLaugh 2CN at least I guess
foker01,#loltyler1,KEKW
pogchoptiktok,#jinnytty,smelly jinny enter bar stream?
nevernothungover,#jinnytty,Depends on how you’re feeling
xeminence,#jinnytty,its already evening 4Shrug
aahniky,#jinnytty,but up to  u
g59rico,#loltyler1,!watchtime
voidscope,#loltyler1,did tyler wonnered last game? :)
jorgrim,#jinnytty,continue
valakino,#loltyler1,KEKW
bunny_teemo,#jinnytty,shower pls
zero__horizon,#jinnytty,4Shrug continue
fingergames,#jinnytty,we already here
vgvirt,#jinnytty,Continue
wh1te_flam3,#loltyler1,KEKW
nexusmaterux,#loltyler1,jesus
wooswo,#loltyler1,!title
jvooxo,#loltyler1,LUL
savalash,#jinnytty,get rest
dr___vanilla,#loltyler1,sheeesh
nightbot,#loltyler1,@wooswo -> Current Stream Title: AHHAHA HE GONED INSANED !?!? ? always be this way just now go EXTREME ! CANS TAKE OVER ? WELL LET SEE !!!!!!!
mafuyui,#loltyler1,BigBrotheri like what i see
rtjsdrse903,#loltyler1,LOL
massh0lian,#jinnytty,depends how you feell
yeurtwitchingmeighboar,#jinnytty,KEKL
adrian_87_,#jinnytty,Take a nap PepeLaugh
leedon88,#loltyler1,seems like a wintrader
kingdaimao,#loltyler1,KEKW
mattakuuuu,#jinnytty,!watchtime
coteyfourtwenty,#jinnytty,never stop YEP
merbs,#jinnytty,do you need rest?
rog_408,#loltyler1,LUL LUL LUL LUL
streamelements,#jinnytty,Mattakuuuu has spent  8 hours 50 mins watching jinnytty
mexcutioner48alt,#loltyler1,WutFace WutFace WutFace
dezure,#jinnytty,Life
the_blubster,#loltyler1,KEKW
longnuttynut,#loltyler1,oh my
wikedlyrics,#jinnytty,"continue and end if you want to stream more, don't do another stream tonight KEKW"
superdurt,#jinnytty,!watchtime
blue_t_t,#loltyler1,HAHAHAa
kashrino,#loltyler1,@remi_x_ crazy tbh
synthetick,#loltyler1,monkaW
shurraig,#loltyler1,pepeLaugh
mrbeast3095,#jinnytty,continue
toopkiller1,#loltyler1,PepeLaugh
fishxkeeper_88,#jinnytty,rest first
bunny_teemo,#jinnytty,disgusting
archer_staynight,#loltyler1,LMFAO
timewaster00,#loltyler1,KEKW
jvooxo,#loltyler1,LMFAOOOO
endorama_0,#loltyler1,OMEGALUL
knewen,#loltyler1,how much longer in korea TT
zulul24,#jinnytty,CONTINUE
malaqui,#loltyler1,KEKW
qmxxxxqm,#loltyler1,KEKW
kimikumm,#jinnytty,just go rest
gridl3ss,#loltyler1,KEKW
lexirenee24,#jinnytty,get rest
araftwxd,#loltyler1,KEKW
sp3dy_,#jinnytty,..
haruiswaifu,#loltyler1,KEKW
jkh310,#jinnytty,24hr stream
kashmirwonderer,#loltyler1,yikies
nguyenjaz,#loltyler1,noice
kinikouni2,#loltyler1,HAHAHHAHAHAH THE RED WALL
cheps_,#loltyler1,@cheps_ unreal LULW
udk3_dev,#jinnytty,please do one of em
dakong999,#loltyler1,IT WAS OVER FROM THE START
root2727,#jinnytty,continue
mangooverthere,#loltyler1,"Have a good night Tonka T, night chat catJAM"
sunghoa97828,#jinnytty,just do it now 4WeirdW
kamo3721,#loltyler1,its that losers q
cubball,#loltyler1,monkaMEGA 👉 🌵  󠀀
pony_slaystation,#loltyler1,KEKW
rememberkls,#jinnytty,if you got energi we would like to watch :D
junwei_0704,#jinnytty,sunway uni
inightangel,#loltyler1,KEKW
n8pavon,#loltyler1,OMG
lcs_porozgg,#jinnytty,phone? modCheck
hrebzorr,#loltyler1,KEKW
dr___vanilla,#loltyler1,t1 lose streak
jadera,#loltyler1,dodge bro
teachris,#loltyler1,LUL iron 4 player
alan_sphincter,#loltyler1,HOLY FUCK monkaW
chill_crow,#loltyler1,KEKW
cottagechad,#loltyler1,monkaW
sakondeez,#loltyler1,KEKW
jorgrim,#jinnytty,continue. Don't split
jondoni,#jinnytty,maybe just 1 long stream ?
kisuu019,#loltyler1,BigBrother BigBrother BigBrother BigBrother
adam_2_0_2_2,#jinnytty,+2 hours and end
jvooxo,#loltyler1,CHALKED JESUS CHRIST
elec2ro,#loltyler1,OMEGALUL
panda8055,#jinnytty,its time for sleep
realdevi,#jinnytty,yyjPopcorn
messagedeletedbyamoderat,#loltyler1,LUL 10 LOSING STREAK
medicalkitten,#loltyler1,you yesterday
taepy,#loltyler1,KEKW CN JG
hrebzorr,#loltyler1,HOLY RED
eatsaberry,#loltyler1,if its pyke mid its really easy win for u
lunaricavyithrak,#loltyler1,EZ POINTS AGAIN
omzycharm99,#loltyler1,!rank
th3combine,#loltyler1,LULW
exfiberoptics50,#jinnytty,TRU
fishrxd,#loltyler1,!opgg
f0oman,#jinnytty,do u need rest?
ripbyron,#jinnytty,rest at hotel
kimchibbq_,#jinnytty,get massage n sleep
vincentt23,#jinnytty,KEKWalk
tylerbolt,#loltyler1,monkaW
lordbison,#loltyler1,rng game
elseworld_oce,#loltyler1,Kinda looks like ur match history
strasiat,#jinnytty,DonoWall
fossabot,#loltyler1,@fishrxd https://www.op.gg/summoners/kr/BIG%20TONKA%20T
rektlesstoones,#jinnytty,didnt pay didnt pay
brookxies,#loltyler1,21% winrate LUL
fossabot,#loltyler1,"@omzycharm99, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
anmelus,#loltyler1,its ok he escaped losers queue
rzarexion,#jinnytty,!watchtime
lunaricavyithrak,#loltyler1,DOUBTERS FTW
ryemik,#loltyler1,OMEGALUL
streamelements,#jinnytty,rzarexion has spent  1 day 23 hours watching jinnytty
stephen33281,#jinnytty,already evening
vollmilchnoob,#loltyler1,"15deaths a game, thats an achievment"
zay_ih,#jinnytty,yyjPopcorn
skysage,#jinnytty,gn
bruhzenius,#loltyler1,KEKW
covidsupreme55,#jinnytty,change clothes at least KEKW
elec2ro,#loltyler1,BigBrother Clap
devi_09,#loltyler1,HE STARTED WINNING AT LEAST
badielse,#loltyler1,pepeLaugh TeaTime
purpiedrank,#loltyler1,want losed
meyern3,#jinnytty,Bedge
eurobeatboi,#loltyler1,KR MASTERS KEKW
streamelements,#jinnytty,Enjoying the stream? Subscribe to support the channel! https://www.twitch.tv/subs/jinnytty
mommystrel,#loltyler1,T1 will you stop playing because of the target inters? It seems to get super frustrating game after game for hours on end
salmonmakirolls,#jinnytty,phone check
cottagechad,#loltyler1,BRO YOU CANT monkaW
rektlesstoones,#jinnytty,didnt pay didnt pay didnt pay
kipseu,#jinnytty,continue then rest for 12 hours YEP YEP
mattthemoogle,#jinnytty,Its up to you jinny take a break if you need to otherwise continue?
mark_3911,#jinnytty,"do what you want, you know best"
publ1cenemy_,#loltyler1,!rank
peter_berling,#jinnytty,rest  and do drone stream on the island tomorrow?
shurraig,#loltyler1,pugPls Clap pugPls Clap
e90o,#loltyler1,@tinyTwic sounds like a replacement of the rotted wood is in order my brother :)
xeminence,#jinnytty,can we go somewhere with AC
kaitypure,#jinnytty,its been a long day
simonqc36,#jinnytty,depends how you feell
meneerkronkel,#loltyler1,!op.gg
kisuu019,#loltyler1,BigBrother NotLikeThis
boubou92350,#loltyler1,pugPls
dontjudgethepeople,#loltyler1,ALL RED KEKW
malaysiandurianvendor,#jinnytty,get some rest and shower?
yvan_nix,#jinnytty,phones ?
fossabot,#loltyler1,@meneerkronkel https://www.op.gg/summoners/kr/BIG%20TONKA%20T
fossabot,#loltyler1,"@publ1cenemy_, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
docu1,#loltyler1,mental training
nguyenjaz,#loltyler1,ez bet
sleepmap,#jinnytty,stream forever CreepyChamp
blue_t_t,#loltyler1,IT GOES THROUGH
kasualk9,#loltyler1,yungler TrollDespair
seanp605,#loltyler1,Clueless surely they also have an inter
harith_cake,#jinnytty,start around 8 mybe…
tommo_______,#loltyler1,HOW THE FUCK ARE THEY MASTERS
endorama_0,#loltyler1,KEKW
mexcutioner48alt,#loltyler1,sumSmash sumSmash sumSmash
adrian_87_,#jinnytty,Go rest
recedinghairliner1,#loltyler1,pepeD
liangyunn,#loltyler1,KEKW LOSERS QUEUE
wickednafi,#loltyler1,Looks like your match history KEKW
elegs,#jinnytty,continue and do a one long stream NODDERS
parvustitum,#loltyler1,catJAM
aahniky,#jinnytty,yyjWiggle yyjWiggle
malario1999,#loltyler1,HOLYYY
arron1190,#jinnytty,CreepyChamp
chill_crow,#loltyler1,TALK ABOUT RED CARPET
duongproxx,#loltyler1,catJAM
nickcartman,#jinnytty,if you rest too long you'll finish really late
wooswo,#loltyler1,TITLED GONED INSANED KEKW
newstorycz,#loltyler1,"@OriannaGrrande Oh you know he does, the way he's been malding, I get the impression he actually read one or two of my messages and wanted to prove me wrong. Or maybe I'm just being what's the word when you think yourself too important?"
txxshi,#jinnytty,did you take both phones
sp3dy_,#jinnytty,ye rest
juggre,#jinnytty,monkaS
zmatciao,#jinnytty,nice :D
wy0304,#jinnytty,you can take a break
tone_e,#jinnytty,MONKE
azeememad,#loltyler1,maybe hes also going through what u are PepeLaugh
ashnexil,#jinnytty,Shower stream Pog
woxhun,#loltyler1,promising
purpiedrank,#loltyler1,OMEGALUL - 3 incoming
voli_dont_bite,#loltyler1,D1 D1 D1 D1 D1 D1 D1 D1 D1
nguyenjaz,#loltyler1,EZZZZ
thelord4412,#loltyler1,huh naut game HUG THE TOWER BabyRage LUL LUL
fu__hua,#loltyler1,losers queue KEKWthey won
d0ctrine,#loltyler1,graves is TARZANED
streamelements,#jinnytty,PLAYLIFE20 has spent  6 days 13 hours watching jinnytty
myapologies10,#loltyler1,🇨🇳 BigBrother
parvustitum,#loltyler1,catJAM damn
rektlesstoones,#jinnytty,didnt pay didnt pay didnt pay didnt pay didnt pay
icyous,#loltyler1,ig red is his favorite color?
souliya10,#jinnytty,!watchtime
itskakashix,#loltyler1,not much different than ur opgg
millennialgodfather,#jinnytty,she already paid
wickednafi,#loltyler1,Looks like your match history KEKW  Looks like your match history KEKW  Looks like your match history KEKW  Looks like your match history KEKW
0hrigami,#loltyler1,INTERS monkerS INTERS monkerS INTERS monkerS INTERS monkerS
heng82,#jinnytty,ur drink?
wakgadoot,#jinnytty,didnt pay??
notshinnn,#loltyler1,_rank
fxnex_gaming,#loltyler1,NotLikeThis NotLikeThis NotLikeThis NotLikeThis
smoltomatoto,#loltyler1,DYLER1 INCOMING
candy_cane_oce,#loltyler1,You got this T <3 from AUS
dolcegibbono,#loltyler1,sadeg bro
runnerqq,#loltyler1,No dodge KEKW
ochibana_ame,#loltyler1,KEKW
mrexecutivechaos,#jinnytty,take a break if u need to
stormdance,#loltyler1,lets gamer B) B)
c3darkstar,#loltyler1,!rank
cottagechad,#loltyler1,BOOSTED ACCOUNT ?
jeppr0ks,#loltyler1,pepeJAM
jetjelly,#jinnytty,Leave any phones behhind?
fossabot,#loltyler1,"@C3DarkStar, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
liangyunn,#loltyler1,modCheck believers?
shurraig,#loltyler1,pugPls Clap pugPls Clap pugPls Clap pugPls Clap pugPls Clap pugPls Clap
parbada,#jinnytty,check your phone
bigbrother_gigachad,#loltyler1,L OMEGALUL SED
mexcutioner48alt,#loltyler1,KEKHeim PotFriend
kapno1,#loltyler1,enemy team is worse
quote_if_t1_bigbrother,#loltyler1,Copeler1 at least you got taliyah bitch
notshinnn,#loltyler1,!rank
bladewinder,#jinnytty,MONKE
hermidlaner,#loltyler1,@MODS PAYOUT NOW THX
2pmkendrick,#loltyler1,games lost
remi_x_,#loltyler1,you mad bruhh :trollface:
panda8055,#jinnytty,dont go too close !!!
aahniky,#jinnytty,just not mountain climbing
kasualk9,#loltyler1,I STILL BELIEVE
savageclone,#loltyler1,Your jungler is a inter
johomaman,#loltyler1,33% wr lmao
skysage,#jinnytty,widepeepoHappy
yeurtwitchingmeighboar,#jinnytty,KEKL monke
herecomesthedunk,#loltyler1,TT
roktpolse,#loltyler1,GONED INSANED
juvie62,#jinnytty,take break
dixgo,#jinnytty,dixgoM
dezure,#jinnytty,monkaS
synthetick,#loltyler1,monkaW playing it
jkjoke,#loltyler1,!rank
newstorycz,#loltyler1,"@OriannaGrrande Tyler loves proving people hating on him wrong, you know it"
zay_ih,#jinnytty,yyjPopcorn 󠀀
flufferdog,#loltyler1,GONNA HAVE TO DUO WITH TARDZ TO FIGHT THE TARGET GRIEFING
fossabot,#loltyler1,"@jkjoke, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
whateverboy12,#jinnytty,Why didn’t you pay?
karaliuzas,#loltyler1,is it okay to be like you big T?
kofupoka__,#jinnytty,she already paid chat
2pmkendrick,#loltyler1,fuckin troll jg
pexelie,#loltyler1,korea is hilarious. a funny joke you cant laugh
lucaweecheryew,#jinnytty,is maxis gone gone?
mischief0u5,#jinnytty,did you get back your card?
vertebraille,#loltyler1,the graves is actually a dirty inter
xeminence,#jinnytty,KEKL
blackmarketzyra,#loltyler1,take 1 day off from this evil server
lord_of_tempests,#loltyler1,music ?
ourok,#loltyler1,!rank
ndm1g,#jinnytty,!time
yvan_nix,#jinnytty,yyjBloodTrail
streamelements,#jinnytty,The time is currently 17:28 in Malaysia
currycheff,#loltyler1,ff
vendendo_peixe,#loltyler1,!uptime
mrrager2112,#loltyler1,Korea is losers q
logiclv23,#jinnytty,THIEF
mwthekingtv,#jinnytty,I miss dog
nightbot,#loltyler1,Stream uptime: 1 hour 23 minutes 44 seconds
covidsupreme55,#jinnytty,she already paid
item_m,#jinnytty,sora629Fat
elegs,#jinnytty,monkeys are cute
jetjelly,#jinnytty,YEP
jondoni,#jinnytty,ye
thelord4412,#loltyler1,VOTE NO
furyhawk,#jinnytty,should ask GIGACHAD KACANG FOR smell test
lostie88,#jinnytty,WRONG PLACE....
hawk270996,#loltyler1,diamand mmr KEKW
wickednafi,#loltyler1,Looks like your match history KEKW  Looks like your match history KEKW  Looks like your match history KEKW  Looks like your match history KEKW   󠀀
badielse,#loltyler1,pepeLaugh TeaTime malding
eternalez,#jinnytty,-1 phone
themaniam123,#loltyler1,Content king
leagueenj0yer,#loltyler1,NO DODGE KEKW
simonqc36,#jinnytty,depends how you feell yyjWiggle yyjWiggle yyjWiggle
honeyiune,#jinnytty,🐒 got another adapter?
benjalocoo,#loltyler1,This Music really suits the mood
dystyopia,#loltyler1,!title
diggybee,#loltyler1,easy doubt lmao
nooobieeeeeee,#jinnytty,YEP monke
zykritz,#loltyler1,you got this tyler i believe <3
nightbot,#loltyler1,@dystyopia -> Current Stream Title: AHHAHA HE GONED INSANED !?!? ? always be this way just now go EXTREME ! CANS TAKE OVER ? WELL LET SEE !!!!!!!
mpostman,#loltyler1,!opgg
fannymac10i,#loltyler1,"his face looks so sad, it breaks my heart"
fossabot,#loltyler1,@mPostman https://www.op.gg/summoners/kr/BIG%20TONKA%20T
jr12395,#loltyler1,FeelsWowMan
voidscope,#loltyler1,enemies always cracked monkaW teammates always inting PepeHands
reggiesroom,#loltyler1,way back
exfiberoptics50,#jinnytty,rest wise
oriannagrrande,#loltyler1,@Newstorycz Ur being a big tonka T
xeminence,#jinnytty,monkey island KEKl
happyfluffyteddy,#jinnytty,monke
seaz0303,#jinnytty,RUN
bssrcrrbrn,#loltyler1,BigBrother Clap looking like a good start towards our true home
ebanytuikot13,#loltyler1,!rank
jondoni,#jinnytty,its crazy how many
jackinspirit,#jinnytty,they r pretty aggressive
chuckwpg,#jinnytty,"Stay away, mean monkeys"
fossabot,#loltyler1,"@ebanytuikot13, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
elseworld_oce,#loltyler1,Fitting song
yippyyoyippyyee,#jinnytty,🐒
